header,class,gene,mechanism,group
gb|AGI65307.1|ARO:3001681|OXA-278_[Acinetobacter_schindleri]_,carbapenem;cephalosporin;penam,OXA-278,antibiotic_inactivation,OXA_beta-lactamase
gb|AFO55202.1|ARO:3001680|OXA-242_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-242,antibiotic_inactivation,OXA_beta-lactamase
gb|AFO55201.1|ARO:3001679|OXA-241_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-241,antibiotic_inactivation,OXA_beta-lactamase
gb|AFH36331.1|ARO:3001678|OXA-237_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-237,antibiotic_inactivation,OXA_beta-lactamase
gb|AFH36332.1|ARO:3001677|OXA-236_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-236,antibiotic_inactivation,OXA_beta-lactamase
gb|AFH36330.1|ARO:3001676|OXA-235_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-235,antibiotic_inactivation,OXA_beta-lactamase
gb|CCJ32598.1|ARO:3001675|OXA-250_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-250,antibiotic_inactivation,OXA_beta-lactamase
gb|CCJ32597.1|ARO:3001674|OXA-249_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-249,antibiotic_inactivation,OXA_beta-lactamase
gb|CCJ32596.1|ARO:3001673|OXA-248_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-248,antibiotic_inactivation,OXA_beta-lactamase
gb|CCJ32595.1|ARO:3001672|OXA-120_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-120,antibiotic_inactivation,OXA_beta-lactamase
gb|AAP40270.1|ARO:3001671|OXA-49_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-49,antibiotic_inactivation,OXA_beta-lactamase
gb|AFG29918.1|ARO:3001670|OXA-231_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-231,antibiotic_inactivation,OXA_beta-lactamase
gb|AEL88491.1|ARO:3001669|OXA-223_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-223,antibiotic_inactivation,OXA_beta-lactamase
gb|AEL17179.1|ARO:3001668|OXA-219_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-219,antibiotic_inactivation,OXA_beta-lactamase
gb|ADX07747.1|ARO:3001667|OXA-202_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-202,antibiotic_inactivation,OXA_beta-lactamase
gb|ADX07746.1|ARO:3001666|OXA-201_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-201,antibiotic_inactivation,OXA_beta-lactamase
gb|ADX07745.1|ARO:3001665|OXA-200_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-200,antibiotic_inactivation,OXA_beta-lactamase
gb|ADX07748.1|ARO:3001664|OXA-203_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-203,antibiotic_inactivation,OXA_beta-lactamase
gb|ADB28891.1|ARO:3001663|OXA-160_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-160,antibiotic_inactivation,OXA_beta-lactamase
gb|ADK34116.1|ARO:3001662|OXA-164_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-164,antibiotic_inactivation,OXA_beta-lactamase
gb|ADI58621.1|ARO:3001661|OXA-177_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-177,antibiotic_inactivation,OXA_beta-lactamase
gb|ADI58620.1|ARO:3001660|OXA-176_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-176,antibiotic_inactivation,OXA_beta-lactamase
gb|ADI58619.1|ARO:3001659|OXA-175_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-175,antibiotic_inactivation,OXA_beta-lactamase
gb|ADI58618.1|ARO:3001658|OXA-174_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-174,antibiotic_inactivation,OXA_beta-lactamase
gb|ADI58617.1|ARO:3001657|OXA-173_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-173,antibiotic_inactivation,OXA_beta-lactamase
gb|ADI58616.1|ARO:3001656|OXA-172_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-172,antibiotic_inactivation,OXA_beta-lactamase
gb|ACD45467.1|ARO:3001655|OXA-138_[Acinetobacter_nosocomialis]_,carbapenem;cephalosporin;penam,OXA-138,antibiotic_inactivation,OXA_beta-lactamase
gb|ACX70402.1|ARO:3001654|OXA-143_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-143,antibiotic_inactivation,OXA_beta-lactamase
gb|ACD84990.1|ARO:3001653|OXA-132_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-132,antibiotic_inactivation,OXA_beta-lactamase
gb|ACD84989.1|ARO:3001652|OXA-131_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-131,antibiotic_inactivation,OXA_beta-lactamase
gb|ACD84988.1|ARO:3001651|OXA-130_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-130,antibiotic_inactivation,OXA_beta-lactamase
gb|CAJ77809.1|ARO:3001650|OXA-90_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-90,antibiotic_inactivation,OXA_beta-lactamase
gb|ABI53716.1|ARO:3001649|OXA-99_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-99,antibiotic_inactivation,OXA_beta-lactamase
gb|ABY77907.1|ARO:3001648|OXA-128_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-128,antibiotic_inactivation,OXA_beta-lactamase
gb|ABO33299.1|ARO:3001647|OXA-97_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-97,antibiotic_inactivation,OXA_beta-lactamase
gb|CAK50801.1|ARO:3001646|OXA-98_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-98,antibiotic_inactivation,OXA_beta-lactamase
gb|AAW81358.1|ARO:3001645|OXA-78_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-78,antibiotic_inactivation,OXA_beta-lactamase
gb|ABW70410.1|ARO:3001644|OXA-113_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-113,antibiotic_inactivation,OXA_beta-lactamase
gb|ABV31692.1|ARO:3001643|OXA-112_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-112,antibiotic_inactivation,OXA_beta-lactamase
gb|ABV31691.1|ARO:3001642|OXA-111_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-111,antibiotic_inactivation,OXA_beta-lactamase
gb|ABV31690.1|ARO:3001641|OXA-110_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-110,antibiotic_inactivation,OXA_beta-lactamase
gb|ABV31689.1|ARO:3001640|OXA-109_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-109,antibiotic_inactivation,OXA_beta-lactamase
gb|ABV31688.1|ARO:3001639|OXA-108_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-108,antibiotic_inactivation,OXA_beta-lactamase
gb|ABV31687.1|ARO:3001638|OXA-107_[Acinetobacter_baumannii_A424]_,carbapenem;cephalosporin;penam,OXA-107,antibiotic_inactivation,OXA_beta-lactamase
gb|ABV31686.1|ARO:3001637|OXA-106_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-106,antibiotic_inactivation,OXA_beta-lactamase
gb|ABQ52429.1|ARO:3001636|OXA-104_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-104,antibiotic_inactivation,OXA_beta-lactamase
gb|ABV71248.1|ARO:3001635|OXA-82_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-82,antibiotic_inactivation,OXA_beta-lactamase
gb|ABV71247.1|ARO:3001634|OXA-80_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-80,antibiotic_inactivation,OXA_beta-lactamase
gb|ABV71246.1|ARO:3001633|OXA-79_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-79,antibiotic_inactivation,OXA_beta-lactamase
gb|ABC61637.1|ARO:3001632|OXA-92_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-92,antibiotic_inactivation,OXA_beta-lactamase
gb|ABF47919.1|ARO:3001631|OXA-96_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-96,antibiotic_inactivation,OXA_beta-lactamase
gb|ABF47918.1|ARO:3001630|OXA-95_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-95,antibiotic_inactivation,OXA_beta-lactamase
gb|ABF47917.1|ARO:3001629|OXA-94_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-94,antibiotic_inactivation,OXA_beta-lactamase
gb|ABF47916.1|ARO:3001628|OXA-93_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-93,antibiotic_inactivation,OXA_beta-lactamase
gb|ABF47914.1|ARO:3001627|OXA-91_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-91,antibiotic_inactivation,OXA_beta-lactamase
gb|ABD48715.1|ARO:3001626|OXA-88_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-88,antibiotic_inactivation,OXA_beta-lactamase
gb|ABE03012.1|ARO:3001625|OXA-89_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-89,antibiotic_inactivation,OXA_beta-lactamase
gb|ABC26006.1|ARO:3001624|OXA-84_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-84,antibiotic_inactivation,OXA_beta-lactamase
gb|ABC26007.1|ARO:3001623|OXA-83_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-83,antibiotic_inactivation,OXA_beta-lactamase
gb|AAX51233.1|ARO:3001622|OXA-77_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-77,antibiotic_inactivation,OXA_beta-lactamase
gb|AAX51234.1|ARO:3001621|OXA-76_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-76,antibiotic_inactivation,OXA_beta-lactamase
gb|CAP01453.1|ARO:3001620|OXA-75_[Acinetobacter_baumannii_SDF]_,carbapenem;cephalosporin;penam,OXA-75,antibiotic_inactivation,OXA_beta-lactamase
gb|AAW81342.1|ARO:3001619|OXA-71_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-71,antibiotic_inactivation,OXA_beta-lactamase
gb|AAW81341.1|ARO:3001618|OXA-70_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-70,antibiotic_inactivation,OXA_beta-lactamase
gb|CAM86994.1|ARO:3001617|OXA-69_[Acinetobacter_baumannii_AYE]_,carbapenem;cephalosporin;penam,OXA-69,antibiotic_inactivation,OXA_beta-lactamase
gb|AAW81339.1|ARO:3001616|OXA-68_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-68,antibiotic_inactivation,OXA_beta-lactamase
gb|ABK34774.1|ARO:3001615|OXA-66_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-66,antibiotic_inactivation,OXA_beta-lactamase
gb|AAW81337.1|ARO:3001614|OXA-65_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-65,antibiotic_inactivation,OXA_beta-lactamase
gb|AAW81336.1|ARO:3001613|OXA-64_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-64,antibiotic_inactivation,OXA_beta-lactamase
gb|CAC83905.2|ARO:3001612|OXA-51_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;monobactam;penam,OXA-51,antibiotic_inactivation,OXA_beta-lactamase
gb|ACC58995.1|ARO:3001611|OXA-58_[Acinetobacter_baumannii_ACICU]_,carbapenem;cephalosporin;penam,OXA-58,antibiotic_inactivation,OXA_beta-lactamase
gb|AFQ90085.1|ARO:3001610|OXA-243_[Achromobacter_xylosoxidans]_,carbapenem;cephalosporin;penam,OXA-243,antibiotic_inactivation,OXA_beta-lactamase
gb|ABX38721.1|ARO:3001609|OXA-114a_[Achromobacter_xylosoxidans]_,carbapenem;cephalosporin;penam,OXA-114a,antibiotic_inactivation,OXA_beta-lactamase
gb|AIU44173.1|ARO:3001608|OXA-417_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-417,antibiotic_inactivation,OXA_beta-lactamase
gb|AKH90740.1|ARO:3001607|OXA-416_[Shewanella_xiamenensis]_,carbapenem;cephalosporin;penam,OXA-416,antibiotic_inactivation,OXA_beta-lactamase
gb|AIG94927.1|ARO:3001606|OXA-415_[Pseudomonas_aeruginosa]_,carbapenem;cephalosporin;penam,OXA-415,antibiotic_inactivation,OXA_beta-lactamase
gb|AJD07401.1|ARO:3001605|OXA-414_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-414,antibiotic_inactivation,OXA_beta-lactamase
gb|AJD07408.1|ARO:3001604|OXA-413_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-413,antibiotic_inactivation,OXA_beta-lactamase
gb|AJD07407.1|ARO:3001603|OXA-412_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-412,antibiotic_inactivation,OXA_beta-lactamase
gb|AJD07406.1|ARO:3001602|OXA-411_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-411,antibiotic_inactivation,OXA_beta-lactamase
gb|AJD07405.1|ARO:3001600|OXA-409_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-409,antibiotic_inactivation,OXA_beta-lactamase
gb|AJD07404.1|ARO:3001599|OXA-408_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-408,antibiotic_inactivation,OXA_beta-lactamase
gb|AJD07403.1|ARO:3001598|OXA-407_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-407,antibiotic_inactivation,OXA_beta-lactamase
gb|AJD07402.1|ARO:3001597|OXA-406_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-406,antibiotic_inactivation,OXA_beta-lactamase
gb|AJA30430.1|ARO:3001596|OXA-405_[Serratia_marcescens]_,carbapenem;cephalosporin;penam,OXA-405,antibiotic_inactivation,OXA_beta-lactamase
gb|AIM47096.1|ARO:3001595|OXA-404_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-404,antibiotic_inactivation,OXA_beta-lactamase
gb|AIM47095.1|ARO:3001589|OXA-403_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-403,antibiotic_inactivation,OXA_beta-lactamase
gb|AIS39035.1|ARO:3001588|OXA-402_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-402,antibiotic_inactivation,OXA_beta-lactamase
gb|AIS39034.1|ARO:3001587|OXA-401_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-401,antibiotic_inactivation,OXA_beta-lactamase
gb|AIS39036.1|ARO:3001586|OXA-400_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-400,antibiotic_inactivation,OXA_beta-lactamase
gb|AIT76095.1|ARO:3001584|OXA-398_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-398,antibiotic_inactivation,OXA_beta-lactamase
gb|AIT76118.1|ARO:3001583|OXA-397_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-397,antibiotic_inactivation,OXA_beta-lactamase
gb|AAN41430.1|ARO:3001578|OXA-392_[uncultured_bacterium]_,carbapenem;cephalosporin;penam,OXA-392,antibiotic_inactivation,OXA_beta-lactamase
gb|AHN53381.1|ARO:3001577|OXA-391_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-391,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30283.1|ARO:3001576|OXA-390_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-390,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30287.1|ARO:3001575|OXA-389_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-389,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30284.1|ARO:3001574|OXA-388_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-388,antibiotic_inactivation,OXA_beta-lactamase
gb|AHK51384.1|ARO:3001573|OXA-387_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-387,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30273.1|ARO:3001572|OXA-386_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-386,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30272.1|ARO:3001571|OXA-385_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-385,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30282.1|ARO:3001570|OXA-384_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-384,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30281.1|ARO:3001569|OXA-383_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-383,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30286.1|ARO:3001568|OXA-382_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-382,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30285.1|ARO:3001567|OXA-381_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-381,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30280.1|ARO:3001566|OXA-380_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-380,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30279.1|ARO:3001565|OXA-379_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-379,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30278.1|ARO:3001564|OXA-378_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-378,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30277.1|ARO:3001563|OXA-377_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-377,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30276.1|ARO:3001562|OXA-376_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-376,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30275.1|ARO:3001561|OXA-375_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-375,antibiotic_inactivation,OXA_beta-lactamase
gb|AHL30274.1|ARO:3001560|OXA-374_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-374,antibiotic_inactivation,OXA_beta-lactamase
gb|CDM87362.1|ARO:3001559|OXA-373_[Acinetobacter_johnsonii]_,carbapenem;cephalosporin;penam,OXA-373,antibiotic_inactivation,OXA_beta-lactamase
gb|AIG22448.1|ARO:3001558|OXA-372_[Citrobacter_freundii]_,carbapenem;cephalosporin;penam,OXA-372,antibiotic_inactivation,OXA_beta-lactamase
gb|BAO09635.1|ARO:3001557|OXA-371_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-371,antibiotic_inactivation,OXA_beta-lactamase
gb|AMB19637.1|ARO:3001555|OXA-368_[Aeromonas_sobria]_,carbapenem;cephalosporin;penam,OXA-368,antibiotic_inactivation,OXA_beta-lactamase
gb|AJO16038.1|ARO:3001553|OXA-366_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-366,antibiotic_inactivation,OXA_beta-lactamase
gb|AHI63011.1|ARO:3001552|OXA-365_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-365,antibiotic_inactivation,OXA_beta-lactamase
gb|AFR53898.2|ARO:3001551|OXA-364_[Achromobacter_dolens]_,carbapenem;cephalosporin;penam,OXA-364,antibiotic_inactivation,OXA_beta-lactamase
gb|AHA11126.1|ARO:3001550|OXA-363_[Acinetobacter_lwoffii]_,carbapenem;cephalosporin;penam,OXA-363,antibiotic_inactivation,OXA_beta-lactamase
gb|AHA11125.1|ARO:3001549|OXA-362_[Acinetobacter_lwoffii]_,carbapenem;cephalosporin;penam,OXA-362,antibiotic_inactivation,OXA_beta-lactamase
gb|AHA11124.1|ARO:3001548|OXA-361_[Acinetobacter_lwoffii]_,carbapenem;cephalosporin;penam,OXA-361,antibiotic_inactivation,OXA_beta-lactamase
gb|AGZ83156.1|ARO:3001547|OXA-360_[Acinetobacter_schindleri]_,carbapenem;cephalosporin;penam,OXA-360,antibiotic_inactivation,OXA_beta-lactamase
gb|AGZ83155.1|ARO:3001546|OXA-359_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-359,antibiotic_inactivation,OXA_beta-lactamase
gb|AGZ83154.1|ARO:3001545|OXA-358_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-358,antibiotic_inactivation,OXA_beta-lactamase
gb|AGZ83153.1|ARO:3001544|OXA-357_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-357,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW83454.1|ARO:3001543|OXA-356_[Acinetobacter_bereziniae]_,carbapenem;cephalosporin;penam,OXA-356,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW83453.1|ARO:3001542|OXA-355_[Acinetobacter_bereziniae]_,carbapenem;cephalosporin;penam,OXA-355,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW83452.1|ARO:3001541|OXA-354_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-354,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW83451.1|ARO:3001540|OXA-353_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-353,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW83450.1|ARO:3001539|OXA-352_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-352,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW83449.1|ARO:3001538|OXA-351_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-351,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW83448.1|ARO:3001537|OXA-350_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-350,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW83447.1|ARO:3001536|OXA-349_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-349,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW83446.1|ARO:3001535|OXA-348_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-348,antibiotic_inactivation,OXA_beta-lactamase
gb|AHN07464.1|ARO:3001534|OXA-346_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-346,antibiotic_inactivation,OXA_beta-lactamase
gb|AHN07463.1|ARO:3001533|OXA-345_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-345,antibiotic_inactivation,OXA_beta-lactamase
gb|AHN07462.1|ARO:3001532|OXA-344_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-344,antibiotic_inactivation,OXA_beta-lactamase
gb|PCE45447.1|ARO:3001531|OXA-343_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-343,antibiotic_inactivation,OXA_beta-lactamase
gb|AHN07460.1|ARO:3001530|OXA-342_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-342,antibiotic_inactivation,OXA_beta-lactamase
gb|AHN07458.1|ARO:3001529|OXA-341_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-341,antibiotic_inactivation,OXA_beta-lactamase
gb|OTK94966.1|ARO:3001528|OXA-340_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-340,antibiotic_inactivation,OXA_beta-lactamase
gb|AHN07456.1|ARO:3001527|OXA-339_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-339,antibiotic_inactivation,OXA_beta-lactamase
gb|AHN07454.1|ARO:3001526|OXA-338_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-338,antibiotic_inactivation,OXA_beta-lactamase
gb|RIL13772.1|ARO:3001525|OXA-337_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-337,antibiotic_inactivation,OXA_beta-lactamase
gb|AHN07452.1|ARO:3001524|OXA-336_[Acinetobacter_baumannii]_,carbapenem;cephalosporin;penam,OXA-336,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16417.1|ARO:3001523|OXA-335_[Acinetobacter_lwoffii]_,carbapenem;cephalosporin;penam,OXA-335,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16416.1|ARO:3001522|OXA-334_[Acinetobacter_johnsonii]_,carbapenem;cephalosporin;penam,OXA-334,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16415.1|ARO:3001521|OXA-333_[Acinetobacter_johnsonii]_,carbapenem;cephalosporin;penam,OXA-333,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16414.1|ARO:3001520|OXA-332_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-332,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16413.1|ARO:3001519|OXA-331_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-331,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16412.1|ARO:3001518|OXA-330_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-330,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16411.1|ARO:3001517|OXA-329_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-329,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16410.1|ARO:3001516|OXA-328_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-328,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16409.1|ARO:3001515|OXA-327_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-327,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16408.1|ARO:3001514|OXA-326_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-326,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16407.1|ARO:3001513|OXA-325_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-325,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16406.1|ARO:3001512|OXA-324_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-324,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16405.1|ARO:3001511|OXA-323_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-323,antibiotic_inactivation,OXA_beta-lactamase
gb|AGW16404.1|ARO:3001510|OXA-322_[Acinetobacter_calcoaceticus]_,carbapenem;cephalosporin;penam,OXA-322,antibiotic_inactivation,OXA_beta-lactamase
gb|CCW28916.1|ARO:3001504|OXA-309_[Acinetobacter_johnsonii]_,carbapenem;cephalosporin;penam,OXA-309,antibiotic_inactivation,OXA_beta-lactamase
gb|CCE73593.2|ARO:3001503|OXA-258_[Achromobacter_ruhlandii]_,carbapenem;cephalosporin;penam,OXA-258,antibiotic_inactivation,OXA_beta-lactamase
