header,class,group,gene,mechanism
JN129451.1.gene1.p01|FEATURES|VIM-30|beta-lactam|VIM,beta-lactam,VIM,VIM-30,NA
gi:1031682592:gb:ANG37114.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
gi:971845730:ref:WP_058914924.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:487602295:ref:WP_001731757.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:445959302:ref:WP_000037157.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:1515097:emb:CAA68909.1:|FEATURES|puromycin_resistance_protein|nucleoside|puromycin_resistance_protein,nucleoside,puromycin_resistance_protein,puromycin_resistance_protein,NA
AY144612.1.gene1.p01|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
gi:188593355:emb:CAO72215.1:|FEATURES|ermX|MLS|ermX,MLS,ermX,ermX,NA
gi:498485855:ref:WP_010787543.1:|FEATURES|lmrB|MLS|lmrB,MLS,lmrB,lmrB,NA
gi:872562437:ref:WP_048530006.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:1044868049:dbj:BAV27457.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
DQ268764.2.gene6.p01|FEATURES|CTX-M-53|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M-53,NA
gi:556363288:ref:WP_023300854.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:511041762:ref:WP_016295754.1:|FEATURES|vanD|glycopeptide|vanD,glycopeptide,vanD,vanD,NA
gi:487653791:ref:WP_001748306.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:1002393220:ref:WP_061378400.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:1017238629:emb:SAD15775.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:902794001:ref:WP_049663180.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:649725703:gb:AIC64374.1:|FEATURES|CTX-M|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M,NA
YP_001453760|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
ZP_04677702|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:372200799:gb:EHP14818.1:|FEATURES|mtrE|multidrug|mtrE,multidrug,mtrE,mtrE,NA
gi:582973922:ref:WP_024145424.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
JX121118.1.gene1.p01|FEATURES|SHV-151|beta-lactam|SHV,beta-lactam,SHV,SHV-151,NA
gi:823290738:ref:WP_047046709.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:658597161:ref:WP_029754048.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
YP_001881802|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
YP_001785579|FEATURES|vatB|MLS|vatB,MLS,vatB,vatB,NA
ZP_03452771|FEATURES|oprA|multidrug|oprA,multidrug,oprA,oprA,NA
gi:375375877:gb:EHS79435.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:544902100:ref:WP_021313340.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
HQ734813.1.gene1.p01|FEATURES|OXA-202|beta-lactam|OXA,beta-lactam,OXA,OXA-202,NA
gi:816206780:gb:AKE81065.1:|FEATURES|vanY|glycopeptide|vanY,glycopeptide,vanY,vanY,NA
gi:505196367:ref:WP_015383469.1:|FEATURES|ykkC|multidrug|ykkC,multidrug,ykkC,ykkC,NA
YP_042788|FEATURES|norA|multidrug|norA,multidrug,norA,norA,NA
gi:487400969:ref:WP_001670078.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:447110050:ref:WP_001187306.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
ZP_02904979|FEATURES|opcM|multidrug|opcM,multidrug,opcM,opcM,NA
gi:764388704:ref:WP_044345422.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
gi:693156209:ref:WP_032292597.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
YP_776583|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
BAA02119|FEATURES|tetL|tetracycline|tetL,tetracycline,tetL,tetL,NA
gi:727204310:ref:WP_033665770.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:1039545354:ref:WP_064875386.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
P07944|FEATURES|mecA|beta-lactam|mecA,beta-lactam,mecA,mecA,NA
AB204557.1.gene1.p01|FEATURES|IMP-21|beta-lactam|IMP,beta-lactam,IMP,IMP-21,NA
gi:401072276:gb:EJP80785.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
AF015628.1.gene1.p01|FEATURES|vgbB|MLS|vgbB,MLS,vgbB,vgbB,NA
gi:487380822:ref:WP_001653392.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:502789935:ref:WP_013024911.1:|FEATURES|acrB|multidrug|acrB,multidrug,acrB,acrB,NA
gi:447046951:ref:WP_001124207.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
X63451.gene.p01|FEATURES|srmB|MLS|srmB,MLS,srmB,srmB,NA
gi:1004702988:gb:AMP50907.1:|FEATURES|tetX|tetracycline|tetX,tetracycline,tetX,tetX,NA
gi:446573695:ref:WP_000651041.1:|FEATURES|mepA|multidrug|mepA,multidrug,mepA,mepA,NA
gi:545298013:ref:WP_021578217.1:|FEATURES|mdtO|multidrug|mdtO,multidrug,mdtO,mdtO,NA
gi:766968860:ref:WP_044862880.1:|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
gi:974633183:ref:WP_059219858.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
AF015087.1.gene1.p01|FEATURES|cmrA|phenicol|cmrA,phenicol,cmrA,cmrA,NA
gi:501976562:ref:WP_012681429.1:|FEATURES|cystathionine_beta-lyase_patB|unclassified|cystathionine_beta-lyase_patB,unclassified,cystathionine_beta-lyase_patB,cystathionine_beta-lyase_patB,NA
gi:514082323:ref:WP_016531940.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
gi:916813154:ref:WP_051420210.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
EF418608.1.gene1.p01|FEATURES|CTX-M-65|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M-65,NA
gi:740993818:ref:WP_038776944.1:|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
YP_001350570|FEATURES|oprM|multidrug|oprM,multidrug,oprM,oprM,NA
gi:515503150:ref:WP_016936404.1:|FEATURES|ykkD|multidrug|ykkD,multidrug,ykkD,ykkD,NA
AM051157.1.gene1.p01|FEATURES|OKP-B|beta-lactam|OKP-B,beta-lactam,OKP-B,OKP-B,NA
gi:487661511:ref:WP_001751648.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
P14559|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
FN554543.1.gene1.p01|FEATURES|GES-12|beta-lactam|GES,beta-lactam,GES,GES-12,NA
gi:740633592:ref:WP_038419097.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:976150171:ref:WP_059308384.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:1019368612:emb:SAJ84754.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:446961536:ref:WP_001038792.1:|FEATURES|ermB|MLS|ermB,MLS,ermB,ermB,NA
gi:556472137:ref:WP_023323753.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:914235780:ref:WP_050551089.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:686300344:ref:WP_031865851.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:727763004:ref:WP_033868126.1:|FEATURES|mdtF|multidrug|mdtF,multidrug,mdtF,mdtF,NA
AAB00446|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I,aminoglycoside,aph(6)-I,aph(6)-I,NA
ZP_04096221|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:764120452:ref:WP_044307665.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:762039658:ref:WP_043875570.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:825351267:ref:WP_047143005.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:446993883:ref:WP_001071139.1:|FEATURES|fmtC|beta-lactam|fmtC,beta-lactam,fmtC,fmtC,NA
gi:844684448:ref:WP_047916816.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
ZP_03941859|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:565623367:ref:WP_023891064.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
AAZ79478|FEATURES|tetQ|tetracycline|tetQ,tetracycline,tetQ,tetQ,NA
gi:447124492:ref:WP_001201748.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:772616100:ref:WP_045261912.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:1006694739:ref:WP_061822031.1:|FEATURES|mecR1|beta-lactam|mecR1,beta-lactam,mecR1,mecR1,NA
AY139603.1.gene1.p01|FEATURES|aadA|aminoglycoside|aadA,aminoglycoside,aadA,aadA,NA
HM488987.1.gene1.p1|FEATURES|OXA-166|beta-lactam|OXA,beta-lactam,OXA,OXA-166,NA
gi:446048026:ref:WP_000125881.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:500194536:ref:WP_011867743.1:|FEATURES|bcrA|bacitracin|bcrA,bacitracin,bcrA,bcrA,NA
gi:896067497:ref:WP_049112183.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
ZP_02346204|FEATURES|penA|beta-lactam|penA,beta-lactam,penA,penA,NA
gi:770625864:ref:WP_045126264.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
AF024666.2.gene7.p01|FEATURES|tetB|tetracycline|tetB,tetracycline,tetB,tetB,NA
gi:302562986:dbj:BAJ14613.1:|FEATURES|mecR1|beta-lactam|mecR1,beta-lactam,mecR1,mecR1,NA
gi:664170108:ref:WP_030704355.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:765031087:ref:WP_044596899.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:695706257:ref:WP_032641394.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:643436552:ref:WP_025210345.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:966514950:ref:WP_058531469.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
gi:693090341:ref:WP_032249281.1:|FEATURES|mdtL|multidrug|mdtL,multidrug,mdtL,mdtL,NA
gi:507087312:ref:WP_016158049.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:488184571:ref:WP_002255779.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
HQ449669.1.orf1.gene.p01|FEATURES|qnrA|fluoroquinolone|qnrA,fluoroquinolone,qnrA,qnrA,NA
gi:446571412:ref:WP_000648758.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:852292796:ref:WP_048332568.1:|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
FJ234412.1.gene1.p01|FEATURES|KPC-8|beta-lactam|KPC,beta-lactam,KPC,KPC-8,NA
gi:554965933:ref:WP_023209999.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:555285275:ref:WP_023260141.1:|FEATURES|mdtL|multidrug|mdtL,multidrug,mdtL,mdtL,NA
AY143430.1.gene1.p01|FEATURES|CTX-M-24|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M-24,NA
gi:749566484:ref:WP_040196642.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:445947030:ref:WP_000024885.1:|FEATURES|mdtF|multidrug|mdtF,multidrug,mdtF,mdtF,NA
YP_002847014|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
CP004022.1.gene757.p01|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
P09757|FEATURES|tetM|tetracycline|tetM,tetracycline,tetM,tetM,NA
AM087411.1.gene3.p01|FEATURES|aadA|aminoglycoside|aadA,aminoglycoside,aadA,aadA,NA
gi:488988487:ref:WP_002899260.1:|FEATURES|cmeB|multidrug|cmeB,multidrug,cmeB,cmeB,NA
gi:889507926:ref:WP_048822905.1:|FEATURES|ereA|MLS|ereA,MLS,ereA,ereA,NA
gi:1005724275:ref:WP_061708557.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:545253558:ref:WP_021550028.1:|FEATURES|mdtE|multidrug|mdtE,multidrug,mdtE,mdtE,NA
gi:754620443:ref:WP_042008783.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
AAF72358|FEATURES|vanR|glycopeptide|vanR,glycopeptide,vanR,vanR,NA
gi:515514330:ref:WP_016947584.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
ZP_02902942|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA,aminoglycoside,kasugamycin_resistance_protein_ksgA,kasugamycin_resistance_protein_ksgA,NA
gi:822016106:ref:WP_046877643.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
gi:490367950:ref:WP_004247613.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:754970143:ref:WP_042326043.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
gi:1020138024:ref:WP_063261334.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
ZP_02848503|FEATURES|vanB|glycopeptide|vanB,glycopeptide,vanB,vanB,NA
gi:447124473:ref:WP_001201729.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:446900664:ref:WP_000977920.1:|FEATURES|ompF|multidrug|ompF,multidrug,ompF,ompF,NA
gi:953545058:ref:WP_058019717.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
CAR59960|FEATURES|mdfA|multidrug|mdfA,multidrug,mdfA,mdfA,NA
gi:503935553:ref:WP_014169547.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:918403720:ref:WP_052454986.1:|FEATURES|tetA|tetracycline|tetA,tetracycline,tetA,tetA,NA
gi:691036043:ref:WP_031989706.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
gi:782756525:ref:WP_045630086.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:924355535:ref:WP_053488586.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
NC_011595.7058613.p01|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
ABX00620|FEATURES|lmrB|MLS|lmrB,MLS,lmrB,lmrB,NA
gi:686138432:ref:WP_031775762.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:1031664346:gb:ANG28032.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
AAP69914|FEATURES|class_B|beta-lactam|class_B,beta-lactam,class_B,class_B,NA
AAS92348|FEATURES|OXA-10|beta-lactam|OXA,beta-lactam,OXA,OXA-10,NA
gi:657888313:ref:WP_029592374.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
BAD77819|FEATURES|dfrA12|diaminopyrimidine|dfrA12,diaminopyrimidine,dfrA12,dfrA12,NA
gi:488395519:ref:WP_002464904.1:|FEATURES|marR|multidrug|marR,multidrug,marR,marR,NA
HF947514.1.gene1.p01|FEATURES|OXA-309|beta-lactam|OXA,beta-lactam,OXA,OXA-309,NA
gi:695768008:ref:WP_032691019.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
gi:537465183:ref:WP_020976941.1:|FEATURES|mepA|multidrug|mepA,multidrug,mepA,mepA,NA
gi:852051865:ref:WP_048271086.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:693154768:ref:WP_032291418.1:|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
gi:488380213:ref:WP_002449598.1:|FEATURES|qacB|multidrug|qacB,multidrug,qacB,qacB,NA
EU019535.1.gene1.p01|FEATURES|OXA-80|beta-lactam|OXA,beta-lactam,OXA,OXA-80,NA
gi:518288732:ref:WP_019458940.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:742835557:ref:WP_038987858.1:|FEATURES|emrK|multidrug|emrK,multidrug,emrK,emrK,NA
AB753458.1.gene1.p01|FEATURES|IMP-41|beta-lactam|IMP,beta-lactam,IMP,IMP-41,NA
gi:1045957719:emb:SCA71330.1:|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
AAB58161|FEATURES|ceoB|multidrug|ceoB,multidrug,ceoB,ceoB,NA
gi:730507072:ref:WP_034032003.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
gi:919723182:ref:WP_052895379.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:896239619:ref:WP_049236948.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:551485184:gb:AGY30826.1:|FEATURES|OXA-119|beta-lactam|OXA,beta-lactam,OXA,OXA-119,NA
gi:692988230:ref:WP_032177097.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:694087684:ref:WP_032432428.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
ACH85966|FEATURES|tetM|tetracycline|tetM,tetracycline,tetM,tetM,NA
gi:896276811:ref:WP_049263996.1:|FEATURES|mexH|multidrug|mexH,multidrug,mexH,mexH,NA
gi:1031626630:gb:ANG10619.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
gi:505158454:ref:WP_015345556.1:|FEATURES|tetX|tetracycline|tetX,tetracycline,tetX,tetX,NA
AF332513.1.gene1.p01|FEATURES|TEM-63|beta-lactam|TEM,beta-lactam,TEM,TEM-63,NA
gi:1033164563:ref:WP_064469609.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:496540795:ref:WP_009246943.1:|FEATURES|mefA|MLS|mefA,MLS,mefA,mefA,NA
gi:1027675533:ref:WP_063614861.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
JF460795.1.gene1.p01|FEATURES|CMY-61|beta-lactam|CMX,beta-lactam,CMX,CMY-61,NA
gi:1031633182:gb:ANG13700.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
gi:490217550:ref:WP_004115928.1:|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
gi:1031629301:gb:ANG11880.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
gi:1022683113:ref:WP_063438595.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
ZP_04001960|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
YP_002086937|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
Y17584.1.gene1.p01|FEATURES|TEM-29|beta-lactam|TEM,beta-lactam,TEM,TEM-29,NA
NP_765163|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:633259724:dbj:BAO79425.1:|FEATURES|cmeB|multidrug|cmeB,multidrug,cmeB,cmeB,NA
gi:491256613:ref:WP_005114784.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:490552377:ref:WP_004417486.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
X53797.1.gene1.p01|FEATURES|catA|phenicol|catA,phenicol,catA,catA,NA
gi:471376972:gb:EMR54545.1:|FEATURES|oprM|multidrug|oprM,multidrug,oprM,oprM,NA
gi:828164785:ref:WP_047255785.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
gi:695726837:ref:WP_032653438.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
NC_002695.1.916584.p01|FEATURES|mdtA|multidrug|mdtA,multidrug,mdtA,mdtA,NA
gi:553933112:ref:WP_023143042.1:|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
gi:490998287:ref:WP_004860011.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:486311240:ref:WP_001578558.1:|FEATURES|mdtN|multidrug|mdtN,multidrug,mdtN,mdtN,NA
EU024485.1.gene1.p01|FEATURES|SHV-102|beta-lactam|SHV,beta-lactam,SHV,SHV-102,NA
gi:754613988:ref:WP_042003386.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:635778884:gb:KDF60313.1:|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
gi:489313815:ref:WP_003221202.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
AY528718.1.gene1.p01|FEATURES|SHV-1|beta-lactam|SHV,beta-lactam,SHV,SHV-1,NA
AF201826.1.gene1.p01|FEATURES|OXA-25|beta-lactam|OXA,beta-lactam,OXA,OXA-25,NA
YP_001025938|FEATURES|bpeF|multidrug|bpeF,multidrug,bpeF,bpeF,NA
gi:1039953731:ref:WP_065022351.1:|FEATURES|marR|multidrug|marR,multidrug,marR,marR,NA
gi:446675174:ref:WP_000752520.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:515720450:ref:WP_017153050.1:|FEATURES|vanZ|glycopeptide|vanZ,glycopeptide,vanZ,vanZ,NA
gi:493394434:ref:WP_006350564.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:324017431:gb:EGB86650.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
YP_672241|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:554963100:ref:WP_023207486.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:501253514:ref:WP_012296532.1:|FEATURES|erm(41)|MLS|erm(41),MLS,erm(41),erm(41),NA
AF495873.1.gene1.p1|FEATURES|TEM-101|beta-lactam|TEM,beta-lactam,TEM,TEM-101,NA
gi:920448128:ref:WP_052989234.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:847056821:ref:WP_047959478.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:970310847:ref:WP_058679989.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
M88012.1.gene2.p01|FEATURES|aac(3)-VI|aminoglycoside|aac(3)-VI,aminoglycoside,aac(3)-VI,aac(3)-VI,NA
AF357597.1.gene1.p01|FEATURES|CMY-10|beta-lactam|CMX,beta-lactam,CMX,CMY-10,NA
ZP_04638972|FEATURES|rosA|fosmidomycin|rosA,fosmidomycin,rosA,rosA,NA
gi:1036103685:ref:WP_064672272.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:693166033:ref:WP_032299553.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:779872035:ref:WP_045356857.1:|FEATURES|sdiA|unclassified|sdiA,unclassified,sdiA,sdiA,NA
gi:942489450:ref:WP_055329626.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:740520262:ref:WP_038348473.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:495736522:ref:WP_008461101.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
A7ZP73|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
AAT34976|FEATURES|streptomycin_resistance_protein|aminoglycoside|streptomycin_resistance_protein,aminoglycoside,streptomycin_resistance_protein,streptomycin_resistance_protein,NA
gi:485786971:ref:WP_001409256.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:447201629:ref:WP_001278885.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase,unclassified,cob(I)alamin_adenolsyltransferase,cob(I)alamin_adenolsyltransferase,NA
YP_002807856|FEATURES|mdtF|multidrug|mdtF,multidrug,mdtF,mdtF,NA
AJ631966.1.gene1.p01|FEATURES|OXA-57|beta-lactam|OXA,beta-lactam,OXA,OXA-57,NA
gi:32345890:gb:AAM97239.1:|FEATURES|penA|beta-lactam|penA,beta-lactam,penA,penA,NA
gi:585355533:ref:WP_024237136.1:|FEATURES|mdtC|multidrug|mdtC,multidrug,mdtC,mdtC,NA
gi:146387264:pdb:2HQG:A|FEATURES|acrB|multidrug|acrB,multidrug,acrB,acrB,NA
gi:752776007:ref:WP_041422998.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:916823965:ref:WP_051431021.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:765283866:ref:WP_044612790.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:498528849:ref:WP_010828356.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
JQ734687.1.gene1.p01|FEATURES|NDM-3|beta-lactam|NDM,beta-lactam,NDM,NDM-3,NA
gi:446900671:ref:WP_000977927.1:|FEATURES|ompF|multidrug|ompF,multidrug,ompF,ompF,NA
gi:754951242:ref:WP_042307417.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:585362801:ref:WP_024244391.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:315940013:gb:ADU56217.1:|FEATURES|CTX-M-14|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M-14,NA
gi:445983931:ref:WP_000061786.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
NC_011595.7058890.p01|FEATURES|oprM|multidrug|oprM,multidrug,oprM,oprM,NA
CAB63488|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
gi:485876646:ref:WP_001472885.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:920058513:ref:WP_052940725.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
