header	amino_acid_length	nucleotide_length
A0A0U1YUF1|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-48-like|antibiotic_inactivation|1	248	744
AAG03815|FEATURES|ARDB_deepARG|multidrug|mexB|antibiotic_efflux|0	1046	3138
A0A0G3XMR0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
Q5WE80|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	146	438
YP_298289|FEATURES|ARDB_deepARG|multidrug|MexB|antibiotic_efflux|0	1050	3150
N6YFY2|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	356	1068
A0A0Q9ECU6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
D2J7V8|FEATURES|UNIPROT_deepARG|beta_lactam|blaZ|antibiotic_inactivation|1	281	843
A0A0C2A587|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	663	1989
CAA45230|FEATURES|ARDB_deepARG|multidrug|Bcr|antibiotic_efflux|0	377	1131
ZP_04083542|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	263	789
G8GMB7|FEATURES|UNIPROT_deepARG|beta_lactam|IMP|antibiotic_inactivation|1	194	582
YP_002382152|FEATURES|ARDB_deepARG|multidrug|MdfA|antibiotic_efflux|0	410	1230
V1H9E1|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
A0A0R1M361|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
NP_462120|FEATURES|ARDB_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	274	822
G9Z0X8|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	661	1983
F7NWF3|FEATURES|UNIPROT_deepARG|beta_lactam|Rhein_2116|antibiotic_inactivation|1	269	807
A0A126NS35|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	264	792
A0A0W0HL79|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	380	1140
A0A0J1K7Y9|FEATURES|UNIPROT_deepARG|beta_lactam|SK32_02805|antibiotic_inactivation|1	381	1143
A0A0K0XBN6|FEATURES|UNIPROT_deepARG|beta_lactam|AFA91_26250|antibiotic_inactivation|1	291	873
A0A0U1YUF4|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-48-like|antibiotic_inactivation|1	248	744
K7Q950|FEATURES|UNIPROT_deepARG|beta_lactam|cphA|antibiotic_inactivation|1	192	576
Q84GI3|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	381	1143
A0A0I9QQ15|FEATURES|UNIPROT_deepARG|beta_lactam|CARB-18|antibiotic_inactivation|1	283	849
A0A0N9YDV7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	283	849
BAC53608|FEATURES|ARDB_deepARG|beta_lactam|CTX-M-3|antibiotic_inactivation|1	291	873
A0A0R2ZBF8|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	663	1989
A0A0A3YPZ6|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	659	1977
D0GPX4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
ZP_04623431|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	272	816
A0A098G740|FEATURES|UNIPROT_deepARG|aminoglycoside|LFA_2422|antibiotic_inactivation|0	277	831
L8K7C6|FEATURES|UNIPROT_deepARG|beta_lactam|D505_09853|antibiotic_inactivation|1	248	744
C2W385|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
A0A0T5XPV4|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	646	1938
A0A0M2RTV4|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	304	912
W6X4X4|FEATURES|UNIPROT_deepARG|beta_lactam|PMI06_007078|antibiotic_inactivation|1	389	1167
A0A0Q4GDE2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	269	807
YP_002386378|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MacB|antibiotic_efflux|0	648	1944
ABC33904|FEATURES|ARDB_deepARG|beta_lactam|SRT-2|antibiotic_inactivation|1	378	1134
A0A0U3GYH8|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-467|antibiotic_inactivation|1	280	840
A0A0F3XKJ6|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
O24684|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	381	1143
A0A022SW47|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
A0A0J8Q3R3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	286	858
R8R0S8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
AAB20441|FEATURES|ARDB_deepARG|aminoglycoside|AAC(3)-Ia|antibiotic_inactivation|1	177	531
K1JNX4|FEATURES|UNIPROT_deepARG|beta_lactam|HMPREF1168_01600|antibiotic_inactivation|1	253	759
V8ME64|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
F0V6U3|FEATURES|UNIPROT_deepARG|beta_lactam|bla|antibiotic_inactivation|1	397	1191
A0A0B2AVF6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	282	846
A0A0C9NBM3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
G5LNQ4|FEATURES|UNIPROT_deepARG|aminoglycoside|LTSEALA_2290|antibiotic_inactivation|0	159	477
A0A127SBC5|FEATURES|UNIPROT_deepARG|chloramphenicol|cat|antibiotic_inactivation|1	208	624
A0A151UPR3|FEATURES|UNIPROT_deepARG|beta_lactam|B4079_5004|antibiotic_inactivation|1	312	936
A0A0U1YUE5|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-48-like|antibiotic_inactivation|1	248	744
AAZ32816|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MsrA|antibiotic_target_protection|1	488	1464
Q5BM18|FEATURES|UNIPROT_deepARG|beta_lactam|CMY-20|antibiotic_inactivation|1	302	906
A0A0N1CB51|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
CAW28031|FEATURES|ARDB_deepARG|multidrug|amrA|antibiotic_efflux|0	396	1188
ABW72062|FEATURES|ARDB_deepARG|multidrug|AcrB|antibiotic_efflux|0	1050	3150
A0A0M2C5B8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	646	1938
D8GXV5|FEATURES|UNIPROT_deepARG|chloramphenicol|BACI_c23590|antibiotic_inactivation|1	216	648
E0M3E6|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
R7N6J4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	285	855
J8GHZ4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
I4B6G9|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|Turpa_2231|antibiotic_efflux|0	655	1965
A0A0G1MPD2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	257	771
W6VQX0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
CAA61967|FEATURES|ARDB_deepARG|fosfomycin|FosB3|antibiotic_inactivation|1	139	417
YP_010878|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	265	795
J2Y9L4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
M1MA90|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	284	852
A0A0K3EGB6|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
C9A026|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
A0A0D1N8M4|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	646	1938
YP_002848372|FEATURES|ARDB_deepARG|multidrug|acrB|antibiotic_efflux|0	1049	3147
M6AYK7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	282	846
BAC59742|FEATURES|ARDB_deepARG|multidrug|norM|antibiotic_efflux|0	456	1368
YP_001882200|FEATURES|ARDB_deepARG|multidrug|mdtF|antibiotic_efflux|0	1037	3111
NP_289632|FEATURES|ARDB_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	273	819
W4AKT0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A0D7XKJ4|FEATURES|UNIPROT_deepARG|beta_lactam|UZ38_19085|antibiotic_inactivation|1	307	921
A0A0K2JNF9|FEATURES|UNIPROT_deepARG|beta_lactam|blaZ|antibiotic_inactivation|1	283	849
ZP_02414083|FEATURES|ARDB_deepARG|multidrug|CeoA|antibiotic_efflux|0	409	1227
ZP_01974653|FEATURES|ARDB_deepARG|aminoglycoside|Ant3Ia|antibiotic_inactivation|1	335	1005
YP_002382998|FEATURES|ARDB_deepARG|multidrug|MdtH|antibiotic_efflux|0	428	1284
R0EDL5|FEATURES|UNIPROT_deepARG|beta_lactam|OR214_01020|antibiotic_inactivation|1	271	813
A0A0M1I685|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	266	798
A0A091C207|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
A0A143GH84|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0K2P0K2|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	647	1941
A0A0M8Q5S8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
J9GTK5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	291	873
Q0B2H6|FEATURES|UNIPROT_deepARG|beta_lactam|Bamb_6103|antibiotic_inactivation|1	389	1167
A0A0M5M6H8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	653	1959
F5LER1|FEATURES|UNIPROT_deepARG|aminoglycoside|butA|antibiotic_inactivation|1	262	786
I0TEV1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	286	858
W0U1C3|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	652	1956
A0A0A8UAZ8|FEATURES|UNIPROT_deepARG|polymyxin|yfbG|antibiotic_target_alteration|0	660	1980
A0A0N8SV40|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	664	1992
U2V4B0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	282	846
N8QUY6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	266	798
L0M3G6|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	661	1983
E0I690|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	261	783
A0A0W7YGE7|FEATURES|UNIPROT_deepARG|beta_lactam|AMR94_02915|antibiotic_inactivation|1	314	942
A0A0B7J251|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	266	798
Q1GY95|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	269	807
A0A0F7HEC5|FEATURES|UNIPROT_deepARG|beta_lactam|WN53_20975|antibiotic_inactivation|1	382	1146
S4YW71|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	391	1173
B7A5W2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	261	783
A0A0D1AFP2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
B1Z3I9|FEATURES|UNIPROT_deepARG|beta_lactam|BamMC406_5864|antibiotic_inactivation|1	389	1167
F5J3I2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	283	849
N8QAN2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
I7ANY8|FEATURES|UNIPROT_deepARG|beta_lactam|TEM-1|antibiotic_inactivation|1	286	858
A0A0R2S5F5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	261	783
R6NL35|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A132PIK8|FEATURES|UNIPROT_deepARG|beta_lactam|AFM11_22160|antibiotic_inactivation|1	291	873
A8TG75|FEATURES|UNIPROT_deepARG|beta_lactam|SHV-85|antibiotic_inactivation|1	257	771
A0A0M7G8A4|FEATURES|UNIPROT_deepARG|beta_lactam|ampC_2|antibiotic_inactivation|1	383	1149
A0A028E7I2|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
I1W5J4|FEATURES|UNIPROT_deepARG|beta_lactam|blaTEM-169|antibiotic_inactivation|1	269	807
Q104Y9|FEATURES|UNIPROT_deepARG|beta_lactam|bla(ampc-EC11)|antibiotic_inactivation|1	377	1131
A0A084GPY9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0T1W6|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	312	936
A0A0G1MU32|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	257	771
ABB97394|FEATURES|ARDB_deepARG|tetracycline|tetS|antibiotic_target_protection|1	646	1938
W8RL04|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
A0A0D0J8Z5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
A0A103ZT65|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	711	2133
A0A0T9QQB9|FEATURES|UNIPROT_deepARG|polymyxin|pmrF_1|antibiotic_target_alteration|0	343	1029
H1HVJ2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	286	858
A0A0I9QPR6|FEATURES|UNIPROT_deepARG|beta_lactam|CARB-18|antibiotic_inactivation|1	283	849
A0A063XQM1|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
A0A0F3LXD7|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	659	1977
A0A127SKI3|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	381	1143
A0A0J7AVW6|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|1	138	414
B9L7I2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	261	783
K9AZR3|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|1	137	411
P18644|FEATURES|ARDB_deepARG|thiostrepton|tsnr|antibiotic_target_alteration|1	269	807
A0A0F5FHA5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	270	810
A0A0P7CMR2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
V5RTQ2|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	255	765
ABX79421|FEATURES|ARDB_deepARG|glycopeptide|VanXYC|antibiotic_target_alteration|1	190	570
W0DFE2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	256	768
A0A0H4IV36|FEATURES|UNIPROT_deepARG|beta_lactam|blaCMY-129|antibiotic_inactivation|1	381	1143
A0A0A0Q7Y9|FEATURES|UNIPROT_deepARG|beta_lactam|ACT-12|antibiotic_inactivation|1	381	1143
YP_854844|FEATURES|ARDB_deepARG|multidrug|tolC|antibiotic_efflux|0	495	1485
CAG27847|FEATURES|ARDB_deepARG|trimethoprim|dfrA1|antibiotic_target_replacement|1	213	639
A0A0R1NYU5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
A0A151XYZ3|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	390	1170
ACI85881|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MacB|antibiotic_efflux|0	648	1944
E0XCT4|FEATURES|UNIPROT_deepARG|beta_lactam|blaZ|antibiotic_inactivation|1	164	492
A8GCD5|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
YP_001588124|FEATURES|ARDB_deepARG|multidrug|MdtK|antibiotic_efflux|0	457	1371
I0BMP6|FEATURES|UNIPROT_deepARG|aminoglycoside|B2K_23630|antibiotic_inactivation|0	260	780
YP_254220|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MsrA|antibiotic_target_protection|1	488	1464
AAD51061|FEATURES|ARDB_deepARG|glycopeptide|VanXD|antibiotic_target_alteration|1	202	606
A0A0T6URX4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	271	813
N2IRH3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0N1M6A0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
A0A0K2LDF5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
P9WJX8|FEATURES|UNIPROT_deepARG|tetracycline|MT1297|antibiotic_efflux|0	419	1257
W7NNQ9|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	345	1035
ZP_04187115|FEATURES|ARDB_deepARG|beta_lactam|BcII|antibiotic_inactivation|1	260	780
ACC95408|FEATURES|ARDB_deepARG|chloramphenicol|cmlA4|antibiotic_efflux|1	419	1257
YP_002114165|FEATURES|ARDB_deepARG|multidrug|MdtH|antibiotic_efflux|0	402	1206
A0A059I2I0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	267	801
M2Y590|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	264	792
ABG21123|FEATURES|ARDB_deepARG|tetracycline|tetM|antibiotic_target_protection|1	639	1917
E1QWU0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	317	951
R9LQ13|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	269	807
ABS72729|FEATURES|ARDB_deepARG|multidrug|Mdr|antibiotic_efflux|0	510	1530
B8ZHX8|FEATURES|UNIPROT_deepARG|beta_lactam|bla|antibiotic_inactivation|1	275	825
A0A0K6B537|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
A0A0Q4EFH2|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	380	1140
ZP_02901431|FEATURES|ARDB_deepARG|multidrug|EmrD|antibiotic_efflux|0	396	1188
A0A0S3NIA5|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
J8KM50|FEATURES|UNIPROT_deepARG|beta_lactam|IIO_02293|antibiotic_inactivation|1	310	930
A0A0K1JGG7|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	301	903
A0A119LN97|FEATURES|UNIPROT_deepARG|beta_lactam|WJ87_19210|antibiotic_inactivation|1	297	891
A0A085GFM6|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|GEAM_1419|antibiotic_efflux|0	650	1950
K9MQ30|FEATURES|UNIPROT_deepARG|aminoglycoside|strA|antibiotic_inactivation|1	286	858
Q99QF3|FEATURES|UNIPROT_deepARG|beta_lactam|SHV-12|antibiotic_inactivation|0	139	417
A0A0A0CR52|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	272	816
Q83ZX5|FEATURES|UNIPROT_deepARG|aminoglycoside|aadA1|antibiotic_inactivation|1	263	789
B4RCI1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	266	798
I2WCZ0|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
F2NB93|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	321	963
A0A0F4BRX0|FEATURES|UNIPROT_deepARG|chloramphenicol|SG71_02085|antibiotic_inactivation|1	225	675
A0A142EC40|FEATURES|UNIPROT_deepARG|beta_lactam|TEM-214|antibiotic_inactivation|1	316	948
ABS73654|FEATURES|ARDB_deepARG|multidrug|YkkD|antibiotic_efflux|0	104	312
A0A0E3WH39|FEATURES|UNIPROT_deepARG|bacitracin|uppP3|antibiotic_target_alteration|0	275	825
A0A098EXY4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0A0H0SY32|FEATURES|UNIPROT_deepARG|beta_lactam|AA982_22440|antibiotic_inactivation|1	294	882
G0AY19|FEATURES|UNIPROT_deepARG|beta_lactam|Sbal175_0847|antibiotic_inactivation|1	295	885
W4CD90|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
A0A0Q0BBK1|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	663	1989
YP_002896634|FEATURES|ARDB_deepARG|multidrug|OprA|antibiotic_efflux|0	516	1548
D9WUI9|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	302	906
A0A0G3FFI8|FEATURES|UNIPROT_deepARG|beta_lactam|TEM-1|antibiotic_inactivation|1	247	741
S7XSJ7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
YP_001348103|FEATURES|ARDB_deepARG|multidrug|oprN|antibiotic_efflux|0	472	1416
B7LT82|FEATURES|ARDB_deepARG|multidrug|mdtG|antibiotic_efflux|0	408	1224
U1S3W9|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	643	1929
A0A140SM50|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	662	1986
AAA98259|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|VgbA|antibiotic_inactivation|1	299	897
ABV57476|FEATURES|ARDB_deepARG|tetracycline|tetM|antibiotic_target_protection|1	639	1917
A0A0A7Q8V1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0S4UFZ5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	320	960
W1WXP4|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
G5PMX6|FEATURES|UNIPROT_deepARG|aminoglycoside|LTSEMIS_2197|antibiotic_inactivation|0	145	435
A0A0Q9GHD7|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	142	426
A0A0N0VBA0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	279	837
A0A0G3YQQ1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A098FLY9|FEATURES|UNIPROT_deepARG|beta_lactam|penP|antibiotic_inactivation|1	315	945
A0A0J8V1Y4|FEATURES|UNIPROT_deepARG|beta_lactam|APD06_15965|antibiotic_inactivation|1	383	1149
A0A0M2EJJ1|FEATURES|UNIPROT_deepARG|chloramphenicol|ER50_02410|antibiotic_inactivation|1	220	660
A0A147GTT9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A061YU99|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	264	792
A0A0R1KWN6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	291	873
C2PVV9|FEATURES|UNIPROT_deepARG|chloramphenicol|bcere0007_21950|antibiotic_inactivation|0	188	564
A0A0J6K8B5|FEATURES|UNIPROT_deepARG|beta_lactam|VI26_15845|antibiotic_inactivation|1	290	870
A0A135NUB0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0L0R563|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	287	861
YP_002388977|FEATURES|ARDB_deepARG|multidrug|mdtF|antibiotic_efflux|0	1037	3111
I4A5F6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
V9SHK8|FEATURES|UNIPROT_deepARG|beta_lactam|pSA268_007|antibiotic_inactivation|1	281	843
W1S2J1|FEATURES|UNIPROT_deepARG|aminoglycoside|C100_12680|antibiotic_inactivation|0	154	462
E1SED2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	272	816
A0A0F5F1I8|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	659	1977
A0A0A0Q7Z8|FEATURES|UNIPROT_deepARG|beta_lactam|MIR-10|antibiotic_inactivation|1	381	1143
A0A0N7AKR5|FEATURES|UNIPROT_deepARG|beta_lactam|blaCphA|antibiotic_inactivation|1	186	558
N8S9W0|FEATURES|UNIPROT_deepARG|beta_lactam|F985_01857|antibiotic_inactivation|1	383	1149
ZP_02685546|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MacB|antibiotic_efflux|0	648	1944
A0A104U0T9|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	391	1173
Q8RMZ4|FEATURES|UNIPROT_deepARG|aminoglycoside|aadA2|antibiotic_inactivation|1	263	789
A0A0I9QQR1|FEATURES|UNIPROT_deepARG|beta_lactam|CARB-18|antibiotic_inactivation|1	283	849
A0A0M0ACI3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	285	855
A0A0V2DG86|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
S3VTE0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	308	924
A0A0A6FJX3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
G8NB65|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	258	774
A0A0N7H0W3|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	339	1017
A0A0D8WGI6|FEATURES|UNIPROT_deepARG|beta_lactam|UC41_03510|antibiotic_inactivation|1	377	1131
A0A024IRB6|FEATURES|UNIPROT_deepARG|bacitracin|uppP1|antibiotic_target_alteration|0	268	804
YP_002040143|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MacB|antibiotic_efflux|0	648	1944
